company,rank,rank_change,revenue,profit,num. of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
Darling Ingredients,720,0,3363.9,312.6,10100,"Food, Beverages & Tobacco",Irving,TX,,no,no,yes, ,Randall C. Stuewe,https://www.darlingii.com,DAR,3144.6
MSC Industrial Direct,721,0,3363.8,288.9,6700,Wholesalers,Melville,NY,,no,no,yes, ,Erik Gershwind,https://www.mscdirect.com,MSM,3044.9
Red Hat,722,0,3362.1,434,13360,Technology,Raleigh,NC,,no,no,yes, ,Paul J. Cormier,https://www.redhat.com,,
Synopsys,723,0,3360.7,532.4,13896,Technology,Mountain View,CA,,yes,no,yes, ,Aart J. de Geus/Chi-Foon Chan,https://www.synopsys.com,SNPS,30028
PolyOne,724,0,3351.6,588.6,5600,Chemicals,Avon Lake,OH,,no,no,yes, ,Robert M. Patterson,https://www.polyone.com,POL,1752.3
Dycom Industries,725,0,3339.7,57.2,15230,Engineering & Construction,Palm Beach Gardens,FL,,no,no,yes, ,Steven E. Nielsen,https://www.dycomind.com,DY,810.2
Cabot,726,0,3337,157,4500,Chemicals,Boston,MA,,no,no,yes, ,Sean D. Keohane,https://www.cabotcorp.com,CBT,1480.5
Prologis,727,0,3330.6,1573,1712,Financials,San Francisco,CA,,no,no,yes, ,Hamid R. Moghadam,https://www.prologis.com,PLD,59400.6
Boyd Gaming,728,0,3326.1,157.6,24300,"Hotels, Restaurants & Leisure",Las Vegas,NV,,no,no,yes, ,Keith E. Smith,https://www.boydgaming.com,BYD,1609.4
LSC Communications,729,0,3326,-295,20000,Media,Chicago,IL,,no,no,no, ,Suzanne Bettman,https://www.lsccom.com,LKSDQ,3
Brown-Forman,730,0,3324,835,4700,"Food, Beverages & Tobacco",Louisville,KY,,no,no,yes, ,Lawson E. Whiting,https://www.brown-forman.com,BFB,25843.4
Stericycle,731,0,3308.9,-346.8,19500,Business Services,Bannockburn,IL,,no,yes,no, ,Cindy J. Miller,https://www.stericycle.com,SRCL,4434
CIT Group,732,0,3296.1,529.9,3609,Financials,New York,NY,,no,yes,yes, ,Ellen R. Alemany,https://www.cit.com,CIT,1692
MDC Holdings,733,0,3293.3,238.3,1656,Engineering & Construction,Denver,CO,,no,no,yes, ,David M. Mandarich,https://www.mdcholdings.com,MDC,1462.8
Hyster-Yale Materials Handling,734,0,3291.8,35.8,7900,Industrials,Cleveland,OH,,no,no,yes, ,Alfred M. Rankin Jr.,https://www.hyster-yale.com,HY,672.8
Crane,735,0,3283.1,133.3,13000,Industrials,Stamford,CT,,no,no,yes, ,Max H. Mitchell,https://www.craneco.com,CR,2911.4
Cinemark Holdings,736,0,3283.1,191.4,22603,Media,Plano,TX,,no,no,yes, ,Mark Zoradi,https://www.cinemark.com,CNK,1193.8
Autodesk,737,0,3274.3,214.5,10100,Technology,San Rafael,CA,,no,no,yes, ,Andrew Anagnost,https://www.autodesk.com,ADSK,67854
Trimble,738,0,3264.3,514.3,11484,Technology,Sunnyvale,CA,,no,no,yes, ,Robert G. Painter,https://www.trimble.com,TRMB,7962.8
Garrett Motion,739,0,3248,313,7400,Motor Vehicles & Parts,Plymouth,MI,,no,no,yes, ,Olivier Rabiller,https://www.garrettmotion.com,GTX,214
Zions Bancorp.,740,0,3245,816,10188,Financials,Salt Lake City,UT,,no,no,yes, ,Harris H. Simmons,https://www.zionsbancorporation.com,ZION,4389
Regal Beloit,741,0,3238,238.9,19560,Industrials,Beloit,WI,,no,no,yes, ,Louis V. Pinkham,https://www.regalbeloit.com,RBC,2559.3
Service Corp. International,742,0,3230.8,369.6,20457,Business Services,Houston,TX,,no,no,yes, ,Thomas L. Ryan,https://www.sci-corp.com,SCI,7083.9
Varian Medical Systems,743,0,3225.1,291.9,10062,Health Care,Palo Alto,CA,,no,no,yes, ,Dow R. Wilson,https://www.varian.com,VAR,9307.8
PriceSmart,744,0,3223.9,73.2,9000,Retailing,San Diego,CA,,no,yes,yes, ,Sherry S. Bahrambeygui,https://www.pricesmart.com,PSMT,1608.7
Brinker International,745,0,3217.9,154.9,56147,"Hotels, Restaurants & Leisure",Dallas,TX,,no,no,yes, ,Wyman T. Roberts,https://www.brinker.com,EAT,449.3
Digital Realty Trust,746,0,3209.2,579.8,1550,Financials,San Francisco,CA,,no,no,yes, ,A. William Stein,https://www.digitalrealty.com,DLR,36016.5
Pool,747,0,3199.5,261.6,4500,Wholesalers,Covington,LA,,no,no,yes, ,Peter D. Arvan,https://www.poolcorp.com,POOL,7921.2
Crestwood Equity Partners,748,0,3181.9,285.1,894,Energy,Houston,TX,,no,no,yes, ,Robert G Phillips,https://www.crestwoodlp.com,CEQP,307.6
Infor,749,0,3171.2,142,17380,Technology,New York,NY,,no,no,yes, ,Kevin Samuelson,https://www.infor.com,,
Plexus,750,0,3164.4,108.6,19000,Technology,Neenah,WI,,no,no,yes, ,Todd P. Kelsey,https://www.plexus.com,PLXS,1601.6
Teledyne Technologies,751,0,3163.6,402.3,11790,Aerospace & Defense,Thousand Oaks,CA,,no,no,yes, ,Aldo Pichelli,https://www.teledyne.com,TDY,10893.1
G-III Apparel Group,752,0,3160.5,143.8,6050,Apparel,New York,NY,,no,no,yes, ,Morris Goldfarb,https://www.giii.com,GIII,369.7
Scotts Miracle-Gro,753,0,3156,460.7,5850,Chemicals,Marysville,OH,,no,no,yes, ,James S. Hagedorn,https://www.scotts.com,SMG,5693
Apollo Global Management,754,0,3145.4,843.2,1421,Financials,New York,NY,,yes,no,yes, ,Leon D. Black,https://www.apollo.com,APO,7738.9
E*Trade Financial,755,0,3145,955,4122,Financials,Arlington,VA,,no,no,yes, ,Michael A. Pizzi,https://www.etrade.com,,7585.5
Toro,756,0,3138.1,274,9329,Industrials,Bloomington,MN,,no,no,yes, ,Richard M. Olson,https://www.thetorocompany.com,TTC,6963.3
Southwest Gas Holdings,757,0,3119.9,213.9,8944,Energy,Las Vegas,NV,,no,no,yes, ,John P. Hester,https://www.swgasholdings.com,SWX,3834
GMS,758,0,3116,56,5858,Wholesalers,Tucker,GA,,no,no,yes, ,John C. Turner Jr.,https://www.gms.com,GMS,665.7
Cooper-Standard Holdings,759,0,3108.4,67.5,28000,Motor Vehicles & Parts,Novi,MI,,no,no,yes, ,Jeffrey S. Edwards,https://www.cooperstandard.com,CPS,173
Acadia Healthcare,760,0,3107.5,108.9,35600,Health Care,Franklin,TN,,no,yes,yes, ,Debra K. Osteen,https://www.acadiahealthcare.com,ACHC,1629.1
Tetra Tech,761,0,3107.3,158.7,20000,Engineering & Construction,Pasadena,CA,,no,no,yes, ,Dan L. Batrack,https://www.tetratech.com,TTEK,3861.8
Primoris Services,762,0,3106.3,82.3,9700,Engineering & Construction,Dallas,TX,,no,no,yes, ,Thomas E. McCormick,https://www.primoriscorp.com,PRIM,767.2
Tempur Sealy International,763,0,3106,189.5,7400,Household Products,Lexington,KY,,no,no,yes, ,Scott L. Thompson,https://www.tempursealy.com,TPX,2277.2
H&R Block,764,0,3094.9,422.5,44600,Financials,Kansas City,MO,,no,no,yes, ,Jeffrey J. Jones II,https://www.hrblock.com,HRB,2710.1
Qorvo,765,0,3090.3,133.1,8100,Technology,Greensboro,NC,,no,no,yes, ,Robert A. Bruggeworth,https://www.qorvo.com,QRVO,9327.7
TRI Pointe Group,766,0,3083,207.2,1386,Engineering & Construction,Irvine,CA,,no,no,yes, ,Douglas F. Bauer,https://www.tripointegroup.com,TPH,1177
Cracker Barrel Old Country Store,767,0,3072,223.4,73000,"Hotels, Restaurants & Leisure",Lebanon,TN,,no,yes,yes, ,Sandra B. Cochran,https://www.crackerbarrel.com,CBRL,1992.6
Elanco Animal Health,768,0,3071,67.9,6080,Health Care,Greenfield,IN,,no,no,yes, ,Jeffrey N. Simmons,https://www.elanco.com,ELAN,8923.1
PRA Health Sciences,769,0,3066.3,243,17500,Technology,Raleigh,NC,,no,no,yes, ,Colin Shannon,https://prahs.com,PRAH,6286
First Solar,770,0,3063.1,-114.9,6600,Energy,Tempe,AZ,,no,no,no, ,Mark R. Widmar,https://www.firstsolar.com,FSLR,3802.8
AMC Networks,771,0,3060.3,380.5,2588,Media,New York,NY,,no,no,yes, ,Joshua W. Sapan,https://www.amcnetworks.com,AMCX,1350.7
Xilinx,772,0,3059,889.8,4433,Technology,San Jose,CA,,no,no,yes, ,Victor Peng,https://www.xilinx.com,XLNX,19394.3
Green Plains,773,0,3055.4,-166.9,820,Energy,Omaha,NE,,no,no,no, ,Todd A. Becker,https://www.gpreinc.com,GPRE,170
Columbia Sportswear,774,0,3042.5,330.5,8900,Apparel,Portland,OR,,no,no,yes, ,Timothy P. Boyle,https://www.columbia.com,COLM,4702.7
Nexstar Media Group,775,0,3039.3,230.3,14891,Media,Irving,TX,,no,no,yes, ,Perry Sook,https://www.nexstar.tv,NXST,4139
Southwestern Energy,776,0,3038,891,923,Energy,Spring,TX,,no,no,yes, ,William J. Way,https://www.swn.com,SWN,914.4
Greenbrier,777,0,3033.6,71.1,17100,Transportation,Lake Oswego,OR,,no,no,yes, ,William A. Furman,https://www.gbrx.com,GBX,578.3
Presidio,778,0,3026.1,35.2,2900,Technology,New York,NY,,no,no,yes, ,Robert Cagnazzi,https://www.presidio.com,,
Citrix Systems,779,0,3010.6,681.8,8400,Technology,Fort Lauderdale,FL,,no,no,yes, ,David J. Henshall,https://www.citrix.com,CTXS,17319.8
Mettler-Toledo International,780,0,3008.7,561.1,15525,Technology,Columbus,OH,,no,no,yes, ,Olivier A. Filliol,https://www.mt.com,MTD,16558.8
Trinity Industries,781,0,3005.1,137.6,11875,Transportation,Dallas,TX,,no,yes,yes, ,E. Jean Savage,https://www.trin.net,TRN,1923.6
Mutual of America Life Insurance,782,0,3004.7,-21.2,1202,Financials,New York,NY,,no,no,no, ,John R. Greed,https://www.mutualofamerica.com,,
Lincoln Electric Holdings,783,0,3003.3,293.1,11000,Industrials,Cleveland,OH,,no,no,yes, ,Christopher L. Mapes,https://www.lincolnelectric.com,LECO,4150.8
Tailored Brands,784,0,2998.7,-82.3,16500,Retailing,Houston,TX,,no,no,no, ,Dinesh S. Lathi,https://www.tailoredbrands.com,TLRD,84.3
A.O. Smith,785,0,2992.7,370,15100,Industrials,Milwaukee,WI,,no,no,yes, ,Kevin J. Wheeler,https://www.aosmith.com,AOS,6125.4
ArcBest,786,0,2988.3,40,13000,Transportation,Fort Smith,AR,,no,yes,yes, ,Judy R. McReynolds,https://www.arcb.com,ARCB,443.9
GoDaddy,787,0,2988.1,137,7024,Technology,Scottsdale,AZ,,no,no,yes, ,Aman Bhutani,https://www.godaddy.com,GDDY,9988.4
SkyWest,788,0,2972,340.1,13700,Transportation,St. George,UT,,no,no,yes, ,Russell A. Childs,https://www.skywest.com,SKYW,1316.2
Boston Properties,789,0,2960.6,521.5,760,Financials,Boston,MA,,no,no,yes, ,Owen D. Thomas,https://www.bostonproperties.com,BXP,14306.9
Enable Midstream Partners,790,0,2960,396,1735,Energy,Oklahoma City,OK,,no,no,yes, ,Rodney J. Sailor,https://www.enablemidstream.com,ENBL,1118.5
Middleby,791,0,2959.4,352.2,9778,Industrials,Elgin,IL,,no,no,yes, ,Timothy J. FitzGerald,https://www.middleby.com,MIDD,3196.1
NOW,792,0,2951,-97,4300,Energy,Houston,TX,,no,no,no, ,David A. Cherechinsky,https://www.distributionnow.com,DNOW,563.5
Unisys,793,0,2948.7,-17.2,20800,Technology,Blue Bell,PA,,no,no,no, ,Peter A. Altabef,https://www.unisys.com,UIS,776.8
Visteon,794,0,2945,70,11000,Motor Vehicles & Parts,Van Buren Township,MI,,no,no,yes, ,Sachin S. Lawande,https://www.visteon.com,VC,1344.4
Graham Holdings,795,0,2932.1,327.9,15902,Business Services,Arlington,VA,,no,no,yes, ,,https://www.ghco.com,GHC,1790.6
Resolute Forest Products,796,0,2923,-47,6700,Materials,Calhoun,TN,,no,no,no, ,Remi G. Lalonde,https://www.resolutefp.com,RFP,109.2
Caleres,797,0,2921.6,62.8,11400,Retailing,St. Louis,MO,,no,yes,yes, ,Diane M. Sullivan,https://www.caleres.com,CAL,208.2
AGNC Investment,798,0,2920,688,51,Financials,Bethesda,MD,,no,no,yes, ,Gary D. Kain,https://www.agnc.com,AGNC,5723.2
Hill-Rom Holdings,799,0,2907.3,152.2,10000,Health Care,Chicago,IL,,no,no,yes, ,John P. Groetelaars,https://www.hill-rom.com,HRC,6739.3
Moog,800,0,2904.7,179.7,12809,Aerospace & Defense,East Aurora,NY,,no,no,yes, ,John R. Scannell,https://www.moog.com,MOGA,1713.1
Legg Mason,801,0,2903.3,-28.5,3246,Financials,Baltimore,MD,,no,no,no, ,Matthew Nicholls,https://www.leggmason.com,,4244.7
Atmos Energy,802,0,2901.8,511.4,4776,Energy,Dallas,TX,,no,no,yes, ,John K. Akers,https://www.atmosenergy.com,ATO,12132.5
Woodward,803,0,2900.2,259.6,9023,Aerospace & Defense,Fort Collins,CO,,no,no,yes, ,Thomas A. Gendron,https://www.woodward.com,WWD,3698.1
Palo Alto Networks,804,0,2899.6,-81.9,7014,Technology,Santa Clara,CA,,no,no,no, ,Nikesh Arora,https://www.paloaltonetworks.com,PANW,35400
H.B. Fuller,805,0,2897,130.8,6369,Chemicals,St. Paul,MN,,no,no,yes, ,James J. Owens,https://www.hbfuller.com,FUL,1435.9
Akamai Technologies,806,0,2893.6,478,7724,Technology,Cambridge,MA,,yes,no,yes, ,F. Thomson Leighton,https://www.akamai.com,AKAM,14810.6
Avaya Holdings,807,0,2887,-671,7900,Technology,Santa Clara,CA,,no,no,no, ,James M. Chirico Jr.,https://www.avaya.com,AVYA,770.9
Maximus,808,0,2886.8,240.8,29600,Technology,Reston,VA,,no,no,yes, ,Bruce L. Caswell,https://www.maximus.com,MMS,3721.5
PerkinElmer,809,0,2883.7,227.6,13000,Technology,Waltham,MA,,no,no,yes, ,Prahlad R. Singh,https://www.perkinelmer.com,PKI,8379
Hawaiian Electric Industries,810,0,2874.6,217.9,3841,Energy,Honolulu,HI,,no,yes,yes, ,Constance H. Lau,https://www.hei.com,HE,4698.7
Kansas City Southern,811,0,2866,538.9,7040,Transportation,Kansas City,MO,,no,no,yes, ,Patrick J. Ottensmeyer,https://www.kcsouthern.com,KSU,12228.5
AptarGroup,812,0,2859.7,242.2,14000,Materials,Crystal Lake,IL,,no,no,yes, ,Stephan B. Tanda,https://www.aptar.com,ATR,6474.7
Public Storage,813,0,2846.8,1520.5,5900,Financials,Glendale,CA,,no,no,yes, ,Joseph D. Russell Jr.,https://www.publicstorage.com,PSA,34684.6
Selective Insurance Group,814,0,2846.5,271.6,2400,Financials,Branchville,NJ,,no,no,yes, ,John J. Marchioni,https://www.selective.com,SIGI,2967.5
ITT,815,0,2846.4,325.1,10500,Industrials,White Plains,NY,,no,no,yes, ,Luca Savi,https://www.itt.com,ITT,3992.8
Donaldson,816,0,2844.9,267.2,14100,Industrials,Minneapolis,MN,,no,no,yes, ,Tod E. Carpenter,https://www.donaldson.com,DCI,4897.2
Park Hotels & Resorts,817,0,2844,306,488,Financials,Tysons,VA,,no,no,yes, ,Thomas J. Baltimore Jr.,https://www.pkhotelsandresorts.com,PK,1898.3
Kirby,818,0,2838.4,142.3,5550,Transportation,Houston,TX,,no,no,yes, ,David W. Grzebinski,https://www.kirbycorp.com,KEX,2608.1
Hawaiian Holdings,819,0,2832.2,224,7437,Transportation,Honolulu,HI,,no,no,yes, ,Peter R. Ingram,https://www.hawaiianairlines.com,HA,479.7
Popular,820,0,2830.7,671.1,8560,Financials,Hato Rey,PR,,no,no,yes, ,Ignacio Alvarez,https://www.popular.com,BPOP,3103.3
Range Resources,821,0,2827.6,-1716.3,655,Energy,Fort Worth,TX,,no,no,no, ,Jeffrey L. Ventura,https://www.rangeresources.com,RRC,580.8
PC Connection,822,0,2820,82.1,2609,Wholesalers,Merrimack,NH,,no,no,yes, ,Timothy J. McGrath,https://www.connection.com,CNXN,1085.7
Amica Mutual Insurance,823,0,2808.5,173.3,3983,Financials,Lincoln,RI,,no,no,yes, ,Robert A. DiMuccio,https://www.amica.com,,
EnerSys,824,0,2808,160.2,11000,Industrials,Reading,PA,,no,no,yes, ,David M. Shaffer,https://www.enersys.com,ENS,2095.1
Helmerich & Payne,825,0,2798.5,-33.7,8502,Energy,Tulsa,OK,,no,no,no, ,John W. Lindsay,https://www.hpinc.com,HP,1703.9
NLV Financial,826,0,2772.1,223.5,1278,Financials,Montpelier,VT,,no,no,yes, ,Mehran Assadi,https://www.nationallife.com,,
Valmont Industries,827,0,2767,153.8,9862,Materials,Omaha,NE,,no,no,yes, ,Stephen G. Kaniewski,https://www.valmont.com,VMI,2281.1
PAE,828,0,2763.9,-49.8,20000,Aerospace & Defense,Falls Church,VA,,no,no,no, ,John E. Heller,https://www.pae.com,PAE,597.3
Texas Roadhouse,829,0,2756.2,174.5,35554,"Hotels, Restaurants & Leisure",Louisville,KY,,yes,no,yes, ,W. Kent Taylor,https://www.texasroadhouse.com,TXRH,2866.5
Cooper Tire & Rubber,830,0,2752.6,96.4,8720,Motor Vehicles & Parts,Findlay,OH,,no,no,yes, ,Bradley E. Hughes,https://www.coopertire.com,CTB,819.3
Euronet Worldwide,831,0,2750.1,346.7,7700,Business Services,Leawood,KS,,no,no,yes, ,Michael J. Brown,https://www.euronetworldwide.com,EEFT,4587.7
Zillow Group,832,0,2742.8,-305.4,5249,Technology,Seattle,WA,,yes,no,no, ,Richard N. Barton,https://www.zillowgroup.com,ZG,7411.2
Atlas Air Worldwide Holdings,833,0,2739.2,-293.1,3587,Transportation,Purchase,NY,,no,no,no, ,John W. Dietrich,https://www.atlasair.com,AAWW,666.3
Energizer Holdings,834,0,2729.6,51.1,7500,Household Products,St. Louis,MO,,no,no,yes, ,Mark S. LaVigne,https://www.energizerholdings.com,ENR,2100.3
Magellan Midstream Partners,835,0,2727.9,1020.8,1884,Energy,Tulsa,OK,,no,no,yes, ,Michael N. Mears,https://www.magellanlp.com,MMP,8309.7
Hain Celestial Group,836,0,2710.6,-183.3,5441,"Food, Beverages & Tobacco",Lake Success,NY,,no,no,no, ,Mark L. Schiller,https://www.hain.com,HAIN,2710.9
Univision Communications,837,0,2703.8,286.8,4500,Media,New York,NY,,no,no,yes, ,Vincent L. Sadusky,https://corporate.univision.com,,
Equity Residential,838,0,2701.1,970.4,2700,Financials,Chicago,IL,,no,no,yes, ,Mark J. Parrell,https://www.equityapartments.com,EQR,22954.8
Allison Transmission Holdings,839,0,2698,604,3700,Motor Vehicles & Parts,Indianapolis,IN,,no,no,yes, ,David S. Graziosi,https://www.allisontransmission.com,ALSN,3818.5
Colony Capital,840,0,2689.6,-1048.8,400,Financials,Los Angeles,CA,,yes,no,no, ,Marc C. Ganzi,https://www.clny.com,CLNY,852.9
TTM Technologies,841,0,2689.3,41.3,25700,Technology,Santa Ana,CA,,no,no,yes, ,Thomas T. Edman,https://www.ttm.com,TTMI,1095.6
Clear Channel Outdoor Holdings,842,0,2683.8,-363.3,5900,Business Services,San Antonio,TX,,no,no,no, ,C. William Eccleshare,https://www.clearchanneloutdoor.com,CCO,298.5
Guess,843,0,2678.1,96,15800,Retailing,Los Angeles,CA,,no,no,yes, ,Carlos E. Alberini,https://www.guess.com,GES,444.4
Rent-A-Center,844,0,2669.9,173.5,14500,Retailing,Plano,TX,,no,no,yes, ,Mitchell E. Fadel,https://www.rentacenter.com,RCII,781
Take-Two Interactive Software,845,0,2668.4,333.8,4894,Media,New York,NY,,no,no,yes, ,Strauss Zelnick,https://www.take2games.com,TTWO,18790
Vishay Intertechnology,846,0,2668.3,163.9,22400,Technology,Malvern,PA,,no,no,yes, ,Gerald Paul,https://www.vishay.com,VSH,2084.3
TransUnion,847,0,2656.1,346.9,8000,Business Services,Chicago,IL,,no,no,yes, ,Christopher Cartwright,https://www.transunion.com,TRU,16086
Cooper,848,0,2653.4,466.7,12000,Health Care,San Ramon,CA,,no,no,yes, ,Albert G. White III,https://www.coopercos.com,COO,14701.6
FleetCor Technologies,849,0,2648.8,895.1,8700,Business Services,Atlanta,GA,,no,no,yes, ,Ronald F. Clarke,https://www.fleetcor.com,FLT,15935.9
RH,850,0,2647.4,220.4,4750,Retailing,Corte Madera,CA,,no,no,yes, ,Gary G. Friedman,https://www.rh.com,RH,1932.9
Renewable Energy Group,851,0,2643.2,380.1,829,Energy,Ames,IA,,no,yes,yes, ,Cynthia J. Warner,https://www.regi.com,REGI,801
BlueLinx Holdings,852,0,2637.3,-17.7,2189,Wholesalers,Marietta,GA,,no,no,no, ,Mitchell B. Lewis,https://www.bluelinxco.com,BXC,46.4
California Resources,853,0,2634,-28,1250,Energy,Santa Clarita,CA,,no,no,no, ,Mark A. McFarland,https://www.crc.com,CRC,49.4
TopBuild,854,0,2624.1,191,10400,Engineering & Construction,Daytona Beach,FL,,no,no,yes, ,Robert Buck,https://www.topbuild.com,BLD,5536
Charles River Laboratories International,855,0,2621.2,252,17100,Health Care,Wilmington,MA,,no,no,yes, ,James C. Foster,https://www.criver.com,CRL,14075
Comfort Systems USA,856,0,2615.3,114.3,12000,Engineering & Construction,Houston,TX,,no,no,yes, ,Brian Lane,https://www.comfortsystemsusa.com,FIX,1879
Verisk Analytics,857,0,2607.1,449.9,9180,Business Services,Jersey City,NJ,,no,no,yes, ,Scott G. Stephenson,https://www.verisk.com,VRSK,22729.5
ResMed,858,0,2606.6,404.6,7240,Health Care,San Diego,CA,,no,no,yes, ,Michael J. Farrell,https://www.resmed.com,RMD,21300.6
Teleflex,859,0,2595.4,461.5,14400,Health Care,Wayne,PA,,no,no,yes, ,Liam J. Kelly,https://www.teleflex.com,TFX,13580.1
New Jersey Resources,860,0,2592,169.5,1108,Energy,Wall,NJ,,no,no,yes, ,Stephen D. Westhoven,https://www.njresources.com,NJR,3246.5
New Residential Investment,861,0,2585.6,563.3,3387,Financials,New York,NY,,no,no,yes, ,Michael Nierenberg,https://www.newresi.com,NRZ,2081.9
Interactive Brokers Group,862,0,2580,161,1643,Financials,Greenwich,CT,,no,no,yes, ,Milan Galik,https://www.interactivebrokers.com,IBKR,3313.4
Zayo Group Holdings,863,0,2578,150,3781,Telecommunications,Boulder,CO,,yes,no,yes, ,Daniel P. Caruso,https://www.zayo.com,,
Herman Miller,864,0,2567.2,160.5,8000,Household Products,Zeeland,MI,,no,yes,yes, ,Andrea R. Owen,https://www.hermanmiller.com,MLHR,1311.2
Grocery Outlet Holding,865,0,2559.6,15.4,765,Food & Drug Stores,Emeryville,CA,,no,no,yes, ,Eric J. Lindberg Jr.,https://www.groceryoutlet.com,GO,3087.2
J.Crew Group,866,0,2540.1,-78.8,9400,Retailing,New York,NY,,no,yes,no, ,Libby Wadle,https://www.jcrew.com,,
Century Communities,867,0,2535.9,113,1460,Engineering & Construction,Greenwood Village,CO,,no,no,yes, ,Dale Francescon/Robert Francescon,https://www.centurycommunities.com,CCS,1341
Caesars Entertainment,868,0,2528.2,81,15500,"Hotels, Restaurants & Leisure",Reno,NV,,no,no,yes, ,Thomas R. Reeg,https://www.eldoradoresorts.com,CZR,1120.3
Catalent,869,0,2518,137.4,12300,Health Care,Somerset,NJ,,no,no,yes, ,John R. Chiminski,https://www.catalent.com,CTLT,8045.1
Itron,870,0,2502.5,49,7300,Industrials,Liberty Lake,WA,,no,no,yes, ,Thomas L. Deitrich,https://www.itron.com,ITRI,2242.2
M/I Homes,871,0,2500.3,127.6,1401,Engineering & Construction,Columbus,OH,,no,no,yes, ,Robert H. Schottenstein,https://www.mihomes.com,MHO,472.4
Cboe Global Markets,872,0,2496.1,374.9,823,Financials,Chicago,IL,,no,no,yes, ,Edward Tilly,https://www.cboe.com,CBOE,9450
IDEX,873,0,2494.6,425.5,7439,Industrials,Lake Forest,IL,,no,no,yes, ,Eric D. Ashleman,https://www.idexcorp.com,IEX,10529.4
Belden,874,0,2491.8,-377,7000,Industrials,St. Louis,MO,,no,no,no, ,Roel Vestjens,https://www.belden.com,BDC,1640.2
Curtiss-Wright,875,0,2488,307.6,9100,Industrials,Davidson,NC,,no,yes,yes, ,Lynn M. Bamford,https://www.curtisswright.com,CW,3929.4
Cheesecake Factory,876,0,2482.7,127.3,46250,"Hotels, Restaurants & Leisure",Calabasas Hills,CA,,no,no,yes, ,David M. Overton,https://www.thecheesecakefactory.com,CAKE,767.9
Genesis Energy,877,0,2480.8,96,2177,Energy,Houston,TX,,no,no,yes, ,Grant E. Sims,https://www.genesisenergy.com,GEL,480.5
GEO Group,878,0,2477.9,166.6,22000,Business Services,Boca Raton,FL,,yes,no,yes, ,George C. Zoley,https://www.geogroup.com,GEO,1474.3
Patterson-UTI Energy,879,0,2470.7,-425.7,5800,Energy,Houston,TX,,no,no,no, ,William A. Hendricks Jr.,https://www.patenergy.com,PTEN,451.6
Werner Enterprises,880,0,2463.7,166.9,12736,Transportation,Omaha,NE,,no,no,yes, ,Derek J. Leathers,https://www.werner.com,WERN,2514.7
Ingersoll Rand,881,0,2451.9,159.1,6600,Industrials,Davidson,NC,,no,no,yes, ,Vicente Reynal,https://www.irco.com,IR,10306.3
Verso,882,0,2444,96,3700,Materials,Miamisburg,OH,,no,no,yes, ,Randy J. Nebel,https://www.versoco.com,VRS,396.9
Mueller Industries,883,0,2430.6,101,4964,Industrials,Collierville,TN,,no,no,yes, ,Gregory L. Christopher,https://www.muellerindustries.com,MLI,1364.5
Nu Skin Enterprises,884,0,2420.4,173.6,24900,Household Products,Provo,UT,,no,no,yes, ,Ritch N. Wood,https://www.nuskinenterprises.com,NUS,1213.7
Revlon,885,0,2419.6,-157.7,7100,Household Products,New York,NY,,no,yes,no, ,Debra G. Perelman,https://www.revloninc.com,REV,580.1
Arista Networks,886,0,2410.7,859.9,2300,Technology,Santa Clara,CA,,no,yes,yes, ,Jayshree Ullal,https://www.arista.com,ANET,16000
IDEXX Laboratories,887,0,2406.9,427.7,9200,Health Care,Westbrook,ME,,no,no,yes, ,Jonathan J. Mazelsky,https://www.idexx.com,IDXX,20644.9
Align Technology,888,0,2406.8,442.8,14530,Health Care,San Jose,CA,,no,no,yes, ,Joseph Hogan,https://www.aligntech.com,ALGN,35203
Waters,889,0,2406.6,592.2,7467,Technology,Milford,MA,,no,no,yes, ,Udit Batra,https://www.waters.com,WAT,11315.9
Synovus Financial,890,0,2406.5,563.8,5389,Financials,Columbus,GA,,no,no,yes, ,Kessel D. Stelling Jr.,https://www.synovus.com,SNV,2585.8
BrightView Holdings,891,0,2404.6,44.4,21978,Business Services,Blue Bell,PA,,no,no,yes, ,Andrew V. Masterman,https://www.brightview.com,BV,1159.6
REV Group,892,0,2403.7,-12.3,8040,Motor Vehicles & Parts,Milwaukee,WI,,no,no,no, ,Rodney N. Rushing,https://www.revgroup.com,REVG,263.8
Brown & Brown,893,0,2392.2,398.5,10083,Financials,Daytona Beach,FL,,no,no,yes, ,J. Powell Brown,https://www.bbinsurance.com,BRO,10269.3
Valvoline,894,0,2390,208,7900,Chemicals,Lexington,KY,,no,no,yes, ,Samuel J. Mitchell Jr.,https://www.valvoline.com,VVV,2466.8
Knights of Columbus,895,0,2387.8,148.3,772,Financials,New Haven,CT,,no,no,yes, ,Carl A. Anderson,https://www.kofc.org,,
Central Garden & Pet,896,0,2383,92.8,5550,Household Products,Walnut Creek,CA,,no,no,yes, ,Timothy P. Cofer,https://www.central.com,CENT,1441.2
Carpenter Technology,897,0,2380.2,167,5100,Materials,Philadelphia,PA,,no,no,yes, ,Tony R. Thene,https://www.cartech.com,CRS,932.1
SLM,898,0,2380,578.3,1900,Financials,Newark,DE,,no,no,yes, ,Jonathan W. Witter,https://www.salliemae.com,SLM,3038.6
